url,query,country,cluster,clicks,impressions,ctr,average_position,action,priority,confidence,reason,data_status
https://hacecuentas.com/es/calculadora-becas-mec-2026-espana-renta-familiar-rendimiento,,ES,food,5,269,0.0186,7.00,OPTIMIZE_TITLE,66,80,"pos 7.0, CTR 1.9% < esperado 5%, ~8 clicks potenciales",AVAILABLE
https://hacecuentas.com/co/calculadora-comparendos-transito-colombia-2026,,CO,automotive,12,195,0.0615,5.00,KEEP,66,60,"pos 5.0, 195 impr — sin acción prioritaria",AVAILABLE
https://hacecuentas.com/calculadora-porcentajes,,AR,utilities,0,110,0,8.00,KEEP,66,60,"pos 8.0, 110 impr — sin acción prioritaria",AVAILABLE
https://hacecuentas.com/calculadora-tiempo-lectura-libro-paginas,,,other,0,90,0,6.00,KEEP,66,60,"pos 6.0, 90 impr — sin acción prioritaria",AVAILABLE
https://hacecuentas.com/calculadora-impuesto-sellos-inmueble-contrato,,AR,taxes,11,88,0.125,4.00,FIX_CANONICAL,66,90,canonical-distinto,AVAILABLE
https://hacecuentas.com/calculadora-correccion-sodio-glucemia,,,other,0,87,0,8.00,KEEP,66,60,"pos 8.0, 87 impr — sin acción prioritaria",AVAILABLE
https://hacecuentas.com/calculadora-score-wells-trombosis-venosa,,,other,0,86,0,6.79,KEEP,66,60,"pos 6.8, 86 impr — sin acción prioritaria",AVAILABLE
https://hacecuentas.com/co/calculadora-cuota-moderadora-copago-eps-colombia-2026,,CO,loans,3,66,0.0455,5.00,KEEP,66,60,"pos 5.0, 66 impr — sin acción prioritaria",AVAILABLE
https://hacecuentas.com/calculadora-punto-equilibrio-break-even,,AR,business,0,5,0,5.00,KEEP,66,60,"pos 5.0, 5 impr — sin acción prioritaria",AVAILABLE
https://hacecuentas.com/calculadora-resistencia-paralelo-serie,,AR,other,0,5,0,4.00,KEEP,66,60,"pos 4.0, 5 impr — sin acción prioritaria",AVAILABLE
https://hacecuentas.com/calculadora-islr-venezuela-personas-naturales,,,other,50,1052,0.0475,5.70,OPTIMIZE_TITLE,65,80,"pos 5.7, CTR 4.8% < esperado 5%, ~3 clicks potenciales",AVAILABLE
https://hacecuentas.com/mx/calculadora-imss-cuotas-empleado-patron-mexico-2026,,MX,loans,47,1034,0.0455,7.12,OPTIMIZE_TITLE,65,80,"pos 7.1, CTR 4.5% < esperado 5%, ~5 clicks potenciales",AVAILABLE
https://hacecuentas.com/co/calculadora-recibo-luz-codensa-epm-colombia-estrato,,CO,utilities,55,622,0.0884,4.49,OPTIMIZE_TITLE,65,80,"pos 4.5, CTR 8.8% < esperado 10%, ~7 clicks potenciales",AVAILABLE
https://hacecuentas.com/co/calculadora-salario-integral-colombia-2026,,CO,salary,18,549,0.0328,6.00,OPTIMIZE_TITLE,65,80,"pos 6.0, CTR 3.3% < esperado 5%, ~9 clicks potenciales",AVAILABLE
https://hacecuentas.com/pe/calculadora-soat-peru-precio,,PE,automotive,23,307,0.0749,4.00,OPTIMIZE_TITLE,65,80,"pos 4.0, CTR 7.5% < esperado 10%, ~8 clicks potenciales",AVAILABLE
https://hacecuentas.com/calculadora-capacidad-tanque-cisterna-litros,,AR,construction,8,302,0.0265,5.67,OPTIMIZE_TITLE,65,80,"pos 5.7, CTR 2.6% < esperado 5%, ~7 clicks potenciales",AVAILABLE
https://hacecuentas.com/mx/calculadora-canasta-basica-mexico-costo-mensual-familia,,MX,utilities,22,302,0.0728,4.87,OPTIMIZE_TITLE,65,80,"pos 4.9, CTR 7.3% < esperado 10%, ~8 clicks potenciales",AVAILABLE
https://hacecuentas.com/cl/calculadora-tarifa-electrica-distribuidoras-chile-bt1-bt2-bt3,,CL,utilities,21,284,0.0739,5.00,OPTIMIZE_TITLE,65,80,"pos 5.0, CTR 7.4% < esperado 10%, ~7 clicks potenciales",AVAILABLE
https://hacecuentas.com/comparador-plazo-fijo,,,other,5,244,0.0205,6.00,OPTIMIZE_TITLE,65,80,"pos 6.0, CTR 2.1% < esperado 5%, ~7 clicks potenciales",AVAILABLE
https://hacecuentas.com/co/calculadora-retefuente-colombia-2026-empleado-tabla,,CO,taxes,3,196,0.0153,7.00,KEEP,65,60,"pos 7.0, 196 impr — sin acción prioritaria",AVAILABLE
https://hacecuentas.com/calculadora-notacion-cientifica,,AR,mathematics,1,110,0.0091,7.00,KEEP,65,60,"pos 7.0, 110 impr — sin acción prioritaria",AVAILABLE
https://hacecuentas.com/calculadora-cuanto-falta-mundial-fifa-2026-2030,,AR,utilities,0,75,0,9.00,KEEP,65,60,"pos 9.0, 75 impr — sin acción prioritaria",AVAILABLE
https://hacecuentas.com/calculadora-nota-necesaria-aprobar,,AR,education,3,63,0.0476,4.52,KEEP,65,60,"pos 4.5, 63 impr — sin acción prioritaria",AVAILABLE
https://hacecuentas.com/calculadora-millas-latam-destino,,AR,travel,68,909,0.0748,5.22,KEEP,64,60,"pos 5.2, 909 impr — sin acción prioritaria",AVAILABLE
https://hacecuentas.com/ec/calculadora-patente-municipal-ecuador,,EC,taxes,35,777,0.045,6.00,OPTIMIZE_TITLE,64,80,"pos 6.0, CTR 4.5% < esperado 5%, ~4 clicks potenciales",AVAILABLE
