query,url,country,device,date_range,clicks,impressions,ctr,average_position,sessions,engaged_sessions,source_file
,https://hacecuentas.com/calculadora-compatibilidad-nombres,AR,,28d-to-2026-07-02,7,104,0.0673,5.6154,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-derechos-tv-mundial-2026-argentina-espana-mexico-brasil,AR,,28d-to-2026-07-02,7,98,0.0714,5,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/blog/como-calcular-interes-compuesto,AR,,28d-to-2026-07-02,3,96,0.0313,6.875,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-indice-asistencia-faltas,AR,,28d-to-2026-07-02,7,95,0.0737,4.7684,3,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/es/calculadora-beca-comedor-escolar-espana-renta-umbrales,ES,,28d-to-2026-07-02,15,94,0.1596,3.8085,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-consumo-electrico-kwh-factura-luz,AR,,28d-to-2026-07-02,8,94,0.0851,5.8723,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/argentina/caba/calculadora-impuesto-sellos-inmueble-contrato,AR,,28d-to-2026-07-02,12,93,0.129,4.129,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-ticket-promedio-ventas,AR,,28d-to-2026-07-02,2,92,0.0217,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-tiempo-lectura-libro-paginas,AR,,28d-to-2026-07-02,0,90,0,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/es/calculadora-convenio-comercio-espana-sueldo-categoria-2026,ES,,28d-to-2026-07-02,12,89,0.1348,3.9663,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-impuesto-sellos-inmueble-contrato,AR,,28d-to-2026-07-02,11,88,0.125,4,12,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/mx/calculadora-coste-funeral-mexico-promedio-2026-paquetes,MX,,28d-to-2026-07-02,6,87,0.069,3.8046,5,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-correccion-sodio-glucemia,AR,,28d-to-2026-07-02,0,87,0,8,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/cl/calculadora-pension-alimenticia-chile-padre-tribunal-familia,CL,,28d-to-2026-07-02,10,87,0.1149,5,3,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-score-wells-trombosis-venosa,AR,,28d-to-2026-07-02,0,86,0,6.7907,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-colesterol-total-ldl-hdl-valores-deseables,AR,,28d-to-2026-07-02,3,85,0.0353,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-llegada-aeropuerto-minutos-vuelo,AR,,28d-to-2026-07-02,11,81,0.1358,3.8765,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/ve/cuanto-es-salario-minimo-venezuela-2026,VE,,28d-to-2026-07-02,8,81,0.0988,5,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-indemnizacion-despido,AR,,28d-to-2026-07-02,3,80,0.0375,6.4,7,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/argentina/buenos-aires/calculadora-ingresos-brutos-provincial,AR,,28d-to-2026-07-02,5,78,0.0641,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-patente-auto-provincia,AR,,28d-to-2026-07-02,7,77,0.0909,4.6623,4,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/es/calculadora-bonos-estado-espana-rentabilidad-vencimiento,ES,,28d-to-2026-07-02,4,76,0.0526,5.4737,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-impuesto-renta-peru-4ta-5ta-2026,AR,,28d-to-2026-07-02,4,76,0.0526,6.5789,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/cl/calculadora-aporte-mutual-empresa-chile-trabajador-tasa-base,CL,,28d-to-2026-07-02,12,76,0.1579,3.6842,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-cuanto-falta-mundial-fifa-2026-2030,AR,,28d-to-2026-07-02,0,75,0,9,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-ciclo-menstrual,AR,,28d-to-2026-07-02,10,75,0.1333,5.36,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/es/calculadora-impuesto-circulacion-vehiculos-espana-municipio,ES,,28d-to-2026-07-02,1,74,0.0135,7.5676,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-mundial-2026-bonus-jugador-fase,AR,,28d-to-2026-07-02,12,74,0.1622,5,11,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-potencia-electrica-watts,AR,,28d-to-2026-07-02,3,71,0.0423,6.8451,2,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-imc-infantil-percentil,AR,,28d-to-2026-07-02,6,68,0.0882,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/co/calculadora-cuota-moderadora-copago-eps-colombia-2026,CO,,28d-to-2026-07-02,3,66,0.0455,5,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/co/calculadora-impuesto-vehiculos-bogota-2026-tabla,CO,,28d-to-2026-07-02,3,66,0.0455,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-hierro-ferritina-anemia-diagnostico,AR,,28d-to-2026-07-02,4,66,0.0606,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-ganancias-4ta-categoria-2026,AR,,28d-to-2026-07-02,8,65,0.1231,4.9846,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/co/calculadora-retencion-procedimiento-2-colombia-2026,CO,,28d-to-2026-07-02,8,65,0.1231,5,6,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-mortero-juntas-ladrillos-m2-pared,AR,,28d-to-2026-07-02,1,64,0.0156,4.1875,3,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-aportes-patronales-empleado-registrado-cargas-sociales-2026,AR,,28d-to-2026-07-02,8,64,0.125,4,14,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-nota-necesaria-aprobar,AR,,28d-to-2026-07-02,3,63,0.0476,4.5238,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/argentina/entre-rios/calculadora-ingresos-brutos-provincial,AR,,28d-to-2026-07-02,7,62,0.1129,3.8387,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/mx/calculadora-infonavit-credito-mexico-puntaje-monto-2026,MX,,28d-to-2026-07-02,6,62,0.0968,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/cuanto-falta-para-Navidad-2026,AR,,28d-to-2026-07-02,2,61,0.0328,4,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/cl/calculadora-credito-aval-cae-chile-deuda-final-promedio,CL,,28d-to-2026-07-02,3,61,0.0492,6,5,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/mx/calculadora-prima-dominical-dias-festivos-mexico,MX,,28d-to-2026-07-02,6,60,0.1,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-honorarios-abogado,AR,,28d-to-2026-07-02,6,59,0.1017,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-tamano-imagen-pixeles-megapixeles,AR,,28d-to-2026-07-02,5,59,0.0847,4.4576,8,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-bebidas-evento-litros-por-persona,AR,,28d-to-2026-07-02,11,57,0.193,3,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-clearance-creatinina-cockcroft,AR,,28d-to-2026-07-02,4,56,0.0714,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-feriados-argentina-2026-calendario,AR,,28d-to-2026-07-02,0,55,0,7,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-dso-dias-promedio-cobro,AR,,28d-to-2026-07-02,0,54,0,4,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-cuantos-dias-faltan-Navidad-2026,AR,,28d-to-2026-07-02,3,53,0.0566,3.7925,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/argentina/santa-fe/calculadora-impuesto-sellos-inmueble-contrato,AR,,28d-to-2026-07-02,3,53,0.0566,5,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-inflacion-acumulada-periodo,AR,,28d-to-2026-07-02,2,48,0.0417,7,4,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-conversion-quintal-tonelada-kg-agro,AR,,28d-to-2026-07-02,7,47,0.1489,5.5745,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-peso-ideal,AR,,28d-to-2026-07-02,1,46,0.0217,6.7609,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/argentina/mendoza/calculadora-ingresos-brutos-provincial,AR,,28d-to-2026-07-02,14,44,0.3182,3.4091,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-gastos-escritura-compraventa,AR,,28d-to-2026-07-02,6,42,0.1429,4.9048,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-horas-extras-50-100,AR,,28d-to-2026-07-02,1,42,0.0238,5.381,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-prestaciones-sociales-venezuela-lottt,AR,,28d-to-2026-07-02,3,40,0.075,6,4,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/iibb/caba,AR,,28d-to-2026-07-02,3,39,0.0769,5,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-autonomia-tanque-combustible,AR,,28d-to-2026-07-02,10,39,0.2564,4,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-biorhythm,AR,,28d-to-2026-07-02,2,38,0.0526,5,2,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/es/calculadora-modelo-145-irpf-situacion-familiar-nomina,ES,,28d-to-2026-07-02,6,38,0.1579,4,5,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-payback-periodo-recupero-inversion,AR,,28d-to-2026-07-02,0,34,0,7,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/ec/calculadora-licencia-paternidad-ecuador,EC,,28d-to-2026-07-02,6,34,0.1765,4,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-millaje-frecuente-aerolineas-argentinas-programas,AR,,28d-to-2026-07-02,3,33,0.0909,5,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/ec/calculadora-planilla-agua-ecuador,EC,,28d-to-2026-07-02,5,32,0.1563,5,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-pintura-por-m2-litros-latas,AR,,28d-to-2026-07-02,4,29,0.1379,5.4138,9,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-aguinaldo-sac,AR,,28d-to-2026-07-02,1,28,0.0357,7,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-consumo-watts-pc-gamer-fuente,AR,,28d-to-2026-07-02,3,28,0.1071,4,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/mx/calculadora-isr-mensual-empleados-subsidio-empleo-mexico,MX,,28d-to-2026-07-02,3,28,0.1071,6,6,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-superficie-quemadura-regla-nueves,AR,,28d-to-2026-07-02,3,27,0.1111,4,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-indice-bienestar-who5,AR,,28d-to-2026-07-02,1,26,0.0385,5,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-tiempo-lectura-por-paginas,AR,,28d-to-2026-07-02,0,25,0,4,2,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/mx/calculadora-licencia-maternidad-mexico-imss-12-semanas,MX,,28d-to-2026-07-02,4,25,0.16,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-mundial-2026-botin-oro-goleador-estimador,AR,,28d-to-2026-07-02,2,25,0.08,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-ropa-maleta-dias-viaje,AR,,28d-to-2026-07-02,5,24,0.2083,3,3,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-licencia-maternidad-paternidad,AR,,28d-to-2026-07-02,3,24,0.125,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-plazo-fijo,AR,,28d-to-2026-07-02,2,23,0.087,6.1304,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-descuento-vuelo-millas-vs-cash,AR,,28d-to-2026-07-02,0,21,0,9,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-retencion-afip-cuit-regimen-general,AR,,28d-to-2026-07-02,0,21,0,5,6,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-filamento-3d-necesario-modelo,AR,,28d-to-2026-07-02,2,19,0.1053,4,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-puntos-amex-membership-rewards,AR,,28d-to-2026-07-02,2,18,0.1111,5,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/es/calculadora-autonomo-cuota-2026-espana-rendimiento-neto,ES,,28d-to-2026-07-02,0,17,0,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-foco-led-equivalencia-watts-lumens,AR,,28d-to-2026-07-02,2,17,0.1176,5,2,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/es/calculadora-dependencia-grado-prestacion-espana-2026,ES,,28d-to-2026-07-02,2,15,0.1333,6,5,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/cl/calculadora-impuesto-primera-categoria-chile-empresas-2026,CL,,28d-to-2026-07-02,2,15,0.1333,6,5,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/es/calculadora-recargo-equivalencia-comerciantes-espana,ES,,28d-to-2026-07-02,0,14,0,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-escala-dolor-numerica,AR,,28d-to-2026-07-02,1,14,0.0714,5,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-rendimiento-masa-empanadas-cantidad,AR,,28d-to-2026-07-02,1,13,0.0769,4,3,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-alquiler-vs-comprar,AR,,28d-to-2026-07-02,2,13,0.1538,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-conversor-leguas-a-kilometros,AR,,28d-to-2026-07-02,0,12,0,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-agua-diaria-recomendada,AR,,28d-to-2026-07-02,1,12,0.0833,5,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-credito-uva-cuota-actual,AR,,28d-to-2026-07-02,1,12,0.0833,6,3,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-estimador-costo-viaje-taxi-remis,AR,,28d-to-2026-07-02,4,12,0.3333,4,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-autonomia-ups-tiempo-respaldo-servidor,AR,,28d-to-2026-07-02,3,12,0.25,5,4,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-conversion-colesterol-mg-mmol,AR,,28d-to-2026-07-02,0,11,0,7,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/es/calculadora-plusvalia-municipal-iivtnu-espana,ES,,28d-to-2026-07-02,0,11,0,7,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/glosario/uva,AR,,28d-to-2026-07-02,1,11,0.0909,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-rotacion-inventario-stock,AR,,28d-to-2026-07-02,2,11,0.1818,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/mx/calculadora-prima-vacacional-mexico,MX,,28d-to-2026-07-02,1,11,0.0909,8,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/cl/calculadora-permiso-postnatal-chile-12-semanas-extension,CL,,28d-to-2026-07-02,3,11,0.2727,3,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/cl/calculadora-isapre-cotizacion-chile-7-porcentaje-plan,CL,,28d-to-2026-07-02,2,11,0.1818,3,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-irpf-cataluna-2026-asalariado,AR,,28d-to-2026-07-02,0,10,0,8,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-cuota-alimentaria-estimacion,AR,,28d-to-2026-07-02,3,9,0.3333,5,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-valuacion-fiscal-automotor-cordoba,AR,,28d-to-2026-07-02,4,9,0.4444,4,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/mx/calculadora-pension-alimenticia-mexico-padre-divorcio,MX,,28d-to-2026-07-02,2,9,0.2222,6,1,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-espesor-vidrio-ventana-m2,AR,,28d-to-2026-07-02,2,8,0.25,4,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-huella-hidrica-alimentos-litros,AR,,28d-to-2026-07-02,4,6,0.6667,2,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/es/calculadora-beca-erasmus-mensualidad-pais-destino-2026,ES,,28d-to-2026-07-02,1,6,0.1667,7,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/glosario/cer,AR,,28d-to-2026-07-02,1,5,0.2,4,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-punto-equilibrio-break-even,AR,,28d-to-2026-07-02,0,5,0,5,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-resistencia-paralelo-serie,AR,,28d-to-2026-07-02,0,5,0,4,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-rankeo-elo-puntos,AR,,28d-to-2026-07-02,1,5,0.2,4,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-puntos-ranking-ajedrez-elo,AR,,28d-to-2026-07-02,1,5,0.2,9,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/es/calculadora-ibi-cuota-anual-espana-valor-catastral-municipio,ES,,28d-to-2026-07-02,1,5,0.2,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-reciclaje-ahorro-residuos,AR,,28d-to-2026-07-02,1,4,0.25,3,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-dia-nacimiento-semana,AR,,28d-to-2026-07-02,3,4,0.75,4,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/es/calculadora-comunidad-vecinos-gastos-mensuales-espana,ES,,28d-to-2026-07-02,1,3,0.3333,3,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-cano-estructural-peso-ml,AR,,28d-to-2026-07-02,1,3,0.3333,1,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-promedio-ponderado-notas-materias,AR,,28d-to-2026-07-02,1,3,0.3333,5,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/argentina/santiago-del-estero/calculadora-ingresos-brutos-provincial,AR,,28d-to-2026-07-02,1,3,0.3333,1,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-porcelanato-liquido-litros-m2,AR,,28d-to-2026-07-02,1,3,0.3333,1,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-palabras-por-minuto-lectura-nivel,AR,,28d-to-2026-07-02,1,3,0.3333,6,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/iibb/santiago-del-estero,AR,,28d-to-2026-07-02,1,3,0.3333,4,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-valuacion-fiscal-automotor-neuquen,AR,,28d-to-2026-07-02,3,2,1.5,2,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-dividir-gastos-pareja-proporcional,AR,,28d-to-2026-07-02,1,2,0.5,4,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-abl-expensas-quien-paga-inquilino-propietario,AR,,28d-to-2026-07-02,0,2,0,4,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/es/calculadora-tipo-marginal-irpf-espana-2026-tramos-rapido,ES,,28d-to-2026-07-02,0,2,0,8,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/argentina/neuquen/calculadora-impuesto-sellos-inmueble-contrato,AR,,28d-to-2026-07-02,1,2,0.5,2,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-dividendos-yield-anual,AR,,28d-to-2026-07-02,1,1,1,3,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-angel-guardian-fecha,AR,,28d-to-2026-07-02,1,1,1,3,1,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/es/calculadora-universidad-publica-vs-privada-coste-grado-espana,ES,,28d-to-2026-07-02,0,1,0,2,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-calorias-caminando,AR,,28d-to-2026-07-02,0,1,0,3,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-fondo-emergencia-meses,AR,,28d-to-2026-07-02,0,1,0,3,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-agua-pasta-litros-gramos,AR,,28d-to-2026-07-02,0,1,0,2,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-puntaje-dele-spanish,AR,,28d-to-2026-07-02,1,1,1,4,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-dioptrias-receta-optica,AR,,28d-to-2026-07-02,1,1,1,2,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-horas-aprender-italiano-b1,AR,,28d-to-2026-07-02,1,1,1,1,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-duolingo-xp-objetivo,AR,,28d-to-2026-07-02,1,1,1,1,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-regla-de-tres-simple,AR,,28d-to-2026-07-02,1,1,1,9,0,,data/bing-perf-latest.json (pages)
,https://hacecuentas.com/calculadora-numero-oxidacion-elemento,AR,,28d-to-2026-07-02,3,1,3,5,2,,data/bing-perf-latest.json (pages)
calendario colombia 2026,DATA_MISSING,,,28d-to-2026-07-02,3,5768,0.0005,,,,data/bing-perf-latest.json (queries)
partidos del mundial 2026,DATA_MISSING,,,28d-to-2026-07-02,5,5211,0.001,,,,data/bing-perf-latest.json (queries)
partidos mundial 2026,DATA_MISSING,,,28d-to-2026-07-02,1,4972,0.0002,,,,data/bing-perf-latest.json (queries)
partidos de hoy mundial 2026,DATA_MISSING,,,28d-to-2026-07-02,11,4789,0.0023,,,,data/bing-perf-latest.json (queries)
salario mínimo 2026,DATA_MISSING,,,28d-to-2026-07-02,22,2940,0.0075,,,,data/bing-perf-latest.json (queries)
fixture mundial 2026,DATA_MISSING,,,28d-to-2026-07-02,10,2525,0.004,,,,data/bing-perf-latest.json (queries)
categorías monotributo 2026,DATA_MISSING,,,28d-to-2026-07-02,4,2494,0.0016,,,,data/bing-perf-latest.json (queries)
feriados 2026,DATA_MISSING,,,28d-to-2026-07-02,4,2224,0.0018,,,,data/bing-perf-latest.json (queries)
fixture del mundial 2026,DATA_MISSING,,,28d-to-2026-07-02,4,1954,0.002,,,,data/bing-perf-latest.json (queries)
salário mínimo 2026,DATA_MISSING,,,28d-to-2026-07-02,4,1366,0.0029,,,,data/bing-perf-latest.json (queries)
partidos del mundial hoy,DATA_MISSING,,,28d-to-2026-07-02,2,1028,0.0019,,,,data/bing-perf-latest.json (queries)
festivos colombia 2026,DATA_MISSING,,,28d-to-2026-07-02,2,916,0.0022,,,,data/bing-perf-latest.json (queries)
tabla de posiciones mundial 2026,DATA_MISSING,,,28d-to-2026-07-02,1,888,0.0011,,,,data/bing-perf-latest.json (queries)
partidos hoy mundial,DATA_MISSING,,,28d-to-2026-07-02,1,853,0.0012,,,,data/bing-perf-latest.json (queries)
salario minimo 2026,DATA_MISSING,,,28d-to-2026-07-02,8,786,0.0102,,,,data/bing-perf-latest.json (queries)
mundial 2026 partidos,DATA_MISSING,,,28d-to-2026-07-02,2,707,0.0028,,,,data/bing-perf-latest.json (queries)
festivos en colombia 2026,DATA_MISSING,,,28d-to-2026-07-02,2,681,0.0029,,,,data/bing-perf-latest.json (queries)
tabla monotributo 2026,DATA_MISSING,,,28d-to-2026-07-02,2,675,0.003,,,,data/bing-perf-latest.json (queries)
categoría monotributo 2026,DATA_MISSING,,,28d-to-2026-07-02,3,588,0.0051,,,,data/bing-perf-latest.json (queries)
salario mínimo 2026 colombia,DATA_MISSING,,,28d-to-2026-07-02,6,544,0.011,,,,data/bing-perf-latest.json (queries)
feriados colombia 2026,DATA_MISSING,,,28d-to-2026-07-02,2,512,0.0039,,,,data/bing-perf-latest.json (queries)
contador de palabras,DATA_MISSING,,,28d-to-2026-07-02,2,494,0.004,,,,data/bing-perf-latest.json (queries)
feriados perú 2026,DATA_MISSING,,,28d-to-2026-07-02,3,474,0.0063,,,,data/bing-perf-latest.json (queries)
mundial 2026 hoy,DATA_MISSING,,,28d-to-2026-07-02,1,400,0.0025,,,,data/bing-perf-latest.json (queries)
salario diario integrado 2026,DATA_MISSING,,,28d-to-2026-07-02,33,361,0.0914,,,,data/bing-perf-latest.json (queries)
calculo de prestaciones laborales,DATA_MISSING,,,28d-to-2026-07-02,2,325,0.0062,,,,data/bing-perf-latest.json (queries)
prima de antigüedad 2026,DATA_MISSING,,,28d-to-2026-07-02,14,318,0.044,,,,data/bing-perf-latest.json (queries)
cálculo retenciones 2026,DATA_MISSING,,,28d-to-2026-07-02,1,271,0.0037,,,,data/bing-perf-latest.json (queries)
salario 2026,DATA_MISSING,,,28d-to-2026-07-02,2,237,0.0084,,,,data/bing-perf-latest.json (queries)
tabla del mundial 2026,DATA_MISSING,,,28d-to-2026-07-02,1,231,0.0043,,,,data/bing-perf-latest.json (queries)
salario mínimo 2026 valor,DATA_MISSING,,,28d-to-2026-07-02,1,231,0.0043,,,,data/bing-perf-latest.json (queries)
ipc junio 2026,DATA_MISSING,,,28d-to-2026-07-02,22,215,0.1023,,,,data/bing-perf-latest.json (queries)
calendario 2026 chile,DATA_MISSING,,,28d-to-2026-07-02,1,204,0.0049,,,,data/bing-perf-latest.json (queries)
tabla de monotributo 2026,DATA_MISSING,,,28d-to-2026-07-02,2,197,0.0102,,,,data/bing-perf-latest.json (queries)
calendario chile 2026,DATA_MISSING,,,28d-to-2026-07-02,1,196,0.0051,,,,data/bing-perf-latest.json (queries)
tabla posiciones mundial 2026,DATA_MISSING,,,28d-to-2026-07-02,1,174,0.0057,,,,data/bing-perf-latest.json (queries)
horas extras 2026,DATA_MISSING,,,28d-to-2026-07-02,5,170,0.0294,,,,data/bing-perf-latest.json (queries)
partidos de hoy mundial,DATA_MISSING,,,28d-to-2026-07-02,1,169,0.0059,,,,data/bing-perf-latest.json (queries)
recargo nocturno 2026,DATA_MISSING,,,28d-to-2026-07-02,6,163,0.0368,,,,data/bing-perf-latest.json (queries)
cálculo irpf 2026,DATA_MISSING,,,28d-to-2026-07-02,1,156,0.0064,,,,data/bing-perf-latest.json (queries)
